,Location,Average Salary by Location,Occupation,Average Salary for Each Occupation by Location,Average National Salary for Each Occupation
871,"Ellis County PUMA, TX",45146.47845883919,"Firstline supervisors of farming, fishing, & forestry workers",474129.4545454545,36521.10992419021
872,"York County (West & Outside Rock Hill City) PUMA, SC",45138.58813023995,Veterinarians,426513.8356643357,84868.11662911795
873,"LA City (North Central/Van Nuys & North Sherman Oaks) PUMA, CA",45126.72983353001,Surgeons,572399.8125,282720.32402206364
874,"Flatbush & Midwood PUMA, NY",45119.228050469144,"Educational, guidance, and career counselors and advisors",363112.2711864407,42271.27930216287
875,"North of I-635 PUMA, TX",45100.750562084366,Physicians,187924.32142857145,206831.79290917717
876,"Hagerstown City PUMA, MD",45083.136102306715,Physicians,345006.2846153846,206831.79290917717
877,"Martin County PUMA, FL",45042.746048904155,Dentists,482234.1862745098,127707.80053807772
878,"Anaheim City (East) PUMA, CA",44985.13263393041,Chief executives & legislators,390457.2183257919,141283.83645852594
879,"New London County (South) PUMA, CT",44970.6513975195,Personal financial advisors,225280.16858237548,110943.36940078795
880,"Cobb County (Southwest)Powder Springs City PUMA, GA",44963.42648924297,Chief executives & legislators,304373.5733041576,141283.83645852594
881,"Beachwood Borough PUMA, NJ",44962.29417632304,Computer programmers,302309.5442176871,77866.92885289535
882,"Northampton County (North) PUMA, PA",44940.63343397907,Personal financial advisors,236797.161971831,110943.36940078795
883,"North Central New Mexico PUMA, NM",44933.690084801114,Real estate brokers & sales agents,349518.4782608696,43001.75341421511
884,"Columbus (Far West) & Hilliard (South) Cities PUMA, OH",44926.974525900914,Medical & health services managers,244515.86290322585,74643.1976723827
885,"LA City (Northeast/North Hollywood & Valley Village) PUMA, CA",44905.56555821405,Credit counselors & loan officers,572399.8378378379,67871.33144378143
886,"Brockton City, Stoughton & Avon Towns PUMA, MA",44901.22926604144,Radiologic technologists and technicians,303929.09543568466,56736.64149052558
887,"Cranston & East Providence Cities PUMA, RI",44894.19221001735,Advertising sales agents,191538.6590909091,59021.9754631948
888,"Plantation & Sunrise Cities PUMA, FL",44842.61289284142,Medical secretaries and administrative assistants,482234.2040816327,29478.17755637593
889,"Cass & Bates Counties PUMA, MO",44814.93857804276,Physicians,323198.612244898,206831.79290917717
890,"Louisville/Jefferson County (North Central) PUMA, KY",44782.16400877901,Computer and information research scientists,403212.6,94807.30005530168
891,"Lebanon & Mount Juliet Cities PUMA, TN",44763.782952084766,Physicians,445762.7002518892,206831.79290917717
892,"Nashville-Davidson (Central) PUMA, TN",44763.70055379201,Environmental engineers,445762.6769230769,71953.92582655714
893,"Syracuse City (Outer) PUMA, NY",44760.78912387907,Other Physical Scientists,416123.305785124,73811.74773838854
894,"Portland City (Central East) PUMA, OR",44746.812971478306,Physicians,265737.50231696013,206831.79290917717
895,"Alhambra & South Pasadena Cities PUMA, CA",44739.895259108045,Physicians,342547.4936170213,206831.79290917717
896,"Salmon Creek & Hazel Dell PUMA, WA",44731.57274579208,Insurance underwriters,243143.2820512821,65638.00450135449
897,"St. Clair County (Northwest, Southwest & Southeast) PUMA, IL",44726.863630854095,"Property, real estate, & community association managers",550111.7333333333,50731.530055109695
898,"Escondido City (East) PUMA, CA",44722.76490838151,Embalmers & funeral attendants,253274.25,18197.389689497715
899,"Chattanooga (North) & Red Bank Cities PUMA, TN",44716.2454362117,Dentists,445762.6857142857,127707.80053807772
900,"Madison County (East) PUMA, IL",44702.48594679689,"Lawyers, & judges, magistrates, & other judicial workers",290945.1724137931,124478.50814810928
901,"Garland (Northwest) & Richardson (East) Cities PUMA, TX",44699.44751667415,Physicians,474129.3894736842,206831.79290917717
902,"Northumberland & Montour Counties PUMA, PA",44680.08939378292,Bakers,492365.1724137931,18032.102304517404
903,"Perth Amboy City & Sayreville Borough PUMA, NJ",44676.54243275945,Computer & information systems managers,227946.8333333333,102527.2721576413
904,"Lexington-Fayette County (Outer) PUMA, KY",44672.24030215117,"Business operations specialists, all other",403212.6,60104.46884870296
905,"Minot City PUMA, ND",44667.279926391035,Dentists,407265.0105263158,127707.80053807772
906,"Cathedral City, Palm Springs & Rancho Mirage Cities PUMA, CA",44649.33379033556,"Legal support workers, all other",303929.09375,51851.69868932738
907,"Gwinnett County (Central)Lawrenceville City PUMA, GA",44647.89533529984,Project management specialists,269805.128440367,85846.81864248517
908,"Subsistence Alaska PUMA, AK",44627.03546678282,Physicians,298134.1947368421,206831.79290917717
909,"Belknap, Carroll & Merrimack (Northern) Counties PUMA, NH",44608.289379204725,Dentists,531875.9292035399,127707.80053807772
910,"Cumberland County (East) PUMA, PA",44606.21585410224,Cost estimators,492365.14851485146,58963.60741807346
911,"Lodi, Ripon & Escalon Cities PUMA, CA",44595.967414779836,Physicians,572399.8,206831.79290917717
912,"LA City (East Central/Hollywood) PUMA, CA",44589.49569168831,Magnetic resonance imaging technologists,572399.816091954,100650.60025262598
913,"Maplewood, Roseville & North St. Paul Cities PUMA, MN",44574.72238851486,Other financial specialists,493378.2727272727,98080.72862112064
914,"KIPDA Area Development District (Southeast) PUMA, KY",44574.71624846348,Financial analysts,403212.6037735849,99633.71762472302
915,"St. Tammany Parish (Southeast) PUMA, LA",44551.84917611179,Personal financial advisors,393081.6263736264,110943.36940078795
916,"Long Beach City (Southwest & Port) PUMA, CA",44539.11075803131,Physicians,572399.8181818182,206831.79290917717
917,"Rowlett & Garland (Northeast) Cities PUMA, TX",44534.974817060516,Chief executives & legislators,223181.52188552188,141283.83645852594
918,"Washington City PUMA, PA",44532.61798831876,Physician assistants,492365.1538461539,92251.10058815022
919,"Meridian (Northeast) & Boise (Far West) Cities PUMA, ID",44528.774364883684,Sales managers,290569.2244897959,106611.873312147
920,"Jersey City (South) PUMA, NJ",44528.472918415755,Physician assistants,329256.5263157895,92251.10058815022
921,"Cayuga & Onondaga (South) Counties PUMA, NY",44506.285495441065,Surgeons,668644.0,282720.32402206364
922,"Queens Village, Cambria Heights & Rosedale PUMA, NY",44468.84143441668,Physicians,237388.4683357879,206831.79290917717
923,"Ouachita Parish PUMA, LA",44465.85612968865,Civil engineers,393081.6170212766,78192.060073669
924,"KIPDA Area Development District (Northeast) PUMA, KY",44464.21227782652,Postsecondary teachers,282341.1204188482,49991.3293453298
925,"Lawrence, Haverhill & Methuen Town Cities PUMA, MA",44458.82745075808,Architectural & engineering managers,283667.14814814815,134098.2588754237
926,"Carbon & Lehigh (North) Counties PUMA, PA",44458.632120163435,Chief executives & legislators,492365.1612903226,141283.83645852594
927,"Huntsville City (Far Southeast) PUMA, AL",44445.1199045912,Dentists,396120.95,127707.80053807772
928,"Weigelstown PUMA, PA",44438.266422894914,Travel agents,492365.1612903226,29475.76372948768
929,"Eaton & Clinton Counties PUMA, MI",44402.89875270957,Other healthcare practitioners & technical Occupations,432592.4074074074,50832.997136739934
930,"Kandiyohi, McLeod, Meeker, Renville & Sibley Counties PUMA, MN",44372.98019979036,Surgeons,493378.2564102565,282720.32402206364
931,"Paulding County PUMA, GA",44371.975848672875,Dietitians & nutritionists,231999.2248062016,39096.582625035946
932,"Fargo City PUMA, ND",44345.20764717333,Physicians,355419.81070745696,206831.79290917717
933,"East of I-45 & Inside Loop I-610 PUMA, TX",44319.39798627485,Postal service mail carriers,474129.3846153846,40916.01652746223
934,"Clay County (Northeast) PUMA, MO",44289.94953594249,Personal financial advisors,202619.4110429448,110943.36940078795
935,"Richmond (Southwest) & San Pablo Cities PUMA, CA",44259.60044131286,Financial analysts,243143.2835820896,99633.71762472302
936,"Diamond Bar, La Habra Heights (East) Cities & Rowland Heights PUMA, CA",44249.374547616266,"Purchasing agents, except wholesale, retail, & farm products",259039.9656862745,52067.00708327911
937,"Washington Township (South & East)Indianapolis City (North) PUMA, IN",44243.8908751417,Physicians,277113.45158850227,206831.79290917717
938,"Shelby County PUMA, AL",44243.27493798317,Respiratory therapists,233633.2401433692,51020.96436409805
939,"Phoenix City (North) PUMA, AZ",44194.627895407684,Podiatrists,417395.9574468085,112776.64908379482
940,"Monroe County PUMA, MI",44193.81036918078,Aircraft pilots & flight engineers,432592.4155844156,115613.87787785068
941,"Outside Allentown & Bethlehem Cities)Emmaus Borough PUMA, PA",44178.92197632554,Physicians,321675.59641638224,206831.79290917717
942,"Winston-Salem City (North) PUMA, NC",44159.91718053792,Surgeons,418409.0549450549,282720.32402206364
943,"Co-op City, Pelham Bay & Schuylerville PUMA, NY",44151.65208575593,Reservation & transportation ticket agents & travel clerks,354583.94701986754,33710.41897704174
944,"St. Paul City (West) PUMA, MN",44147.35860705962,Sales managers,255276.128,106611.873312147
945,"Bremerton & Port Orchard Cities PUMA, WA",44145.504900342705,Market research analysts & marketing specialists,527823.5789473684,67737.87609580542
946,"Nashville-Davidson (Southeast) PUMA, TN",44131.10784668173,"Securities, commodities, & financial services sales agents",278361.7368421053,116457.02855852002
947,"Sheridan, Park, Teton, Lincoln & Big Horn Counties PUMA, WY",44105.406378859996,"Geoscientists and hydrologists, except geographers",503509.2121212121,87151.5303347076
948,"Onondaga County (North) PUMA, NY",44099.61585132989,Human resources managers,364357.932885906,72391.03540336741
949,"Berkeley, Jefferson, Mineral, Hampshire & Morgan Counties PUMA, WV",44098.05910144977,"Firstline supervisors of farming, fishing, & forestry workers",354583.9304347826,36521.10992419021
950,"Battle Ground City & Orchards PUMA, WA",44093.9308261576,Entertainment and recreation managers,263405.22222222225,49636.58347605184
951,"York County (South) PUMA, PA",44091.915464518446,Surgeons,492365.15,282720.32402206364
952,"Allegheny County (North Central) PUMA, PA",44042.16418098804,Physicians,265002.3593854376,206831.79290917717
953,"Springfield City PUMA, IL",44036.84329377529,Physicians,373136.7933740192,206831.79290917717
954,"Brazoria County (Southwest)Lake Jackson City PUMA, TX",44034.517084813284,Chief executives & legislators,388877.1262798634,141283.83645852594
955,"Washtenaw County (East Central, Outside Ann Arbor City) PUMA, MI",44034.08626697028,"Architects, except landscape and naval",432592.4102564103,77911.62260282584
956,"Boulder City PUMA, CO",44028.584358730885,Personal financial advisors,504522.3098591549,110943.36940078795
957,"Tacoma City (Central) PUMA, WA",44014.945804868425,Painting workers,247696.2023809524,32045.102034612293
958,"Shoreview, White Bear Lake & New Brighton Cities PUMA, MN",43991.440707898924,"Sales representatives of services, except advertising, insurance, financial services, and travel",253274.2564102564,75405.68465396445
959,"Between Loop I-610 & Beltway TX-8 PUMA, TX (79500US4804616)",43974.30572005528,"Lawyers, & judges, magistrates, & other judicial workers",275335.9431524548,124478.50814810928
960,"Garden Grove City (East) PUMA, CA",43960.15150980696,Lodging managers,572399.829059829,44643.67056716537
961,"Baldwin & Whitehall Boroughs PUMA, PA",43959.2817974414,Personal financial advisors,236227.58920187797,110943.36940078795
962,"Richmond Hill & Woodhaven PUMA, NY",43945.511211753146,Cardiovascular technologists and technicians,364714.9014084507,76805.666221549
963,"Southeast South Dakota (Outside Sioux Falls City) PUMA, SD",43917.31478659705,Physicians,418409.0731707317,206831.79290917717
964,"Nuuanu to Kalihi PUMA, HI",43894.00769631667,Nuclear medicine technologists and medical dosimetrists,408278.0930232558,132946.1370184876
965,"Lake Worth City, Lantana Town & Atlantis City PUMA, FL",43885.5193589875,Home appliance repairers,346667.66279069765,27654.70463368473
966,"Raleigh City (East), Knightdale & Garner (North) Towns PUMA, NC",43860.54934183869,Optometrists,418409.0704225352,91038.6455644665
967,"Wyomissing Borough PUMA, PA",43845.314046678584,Surgeons,492365.15555555554,282720.32402206364
968,"East New York & Starrett City PUMA, NY",43817.812745571326,Insurance underwriters,303929.0888888889,65638.00450135449
969,"Strafford, Rockingham (Northern) & Carroll (Southeastern) Counties PUMA, NH",43817.443557758554,"Sales representatives, wholesale & manufacturing",324378.65185185184,67929.48572119647
970,"Columbia Borough PUMA, PA",43809.082052474194,Surgeons,492365.1712707182,282720.32402206364
971,"Putnam, Boone & Lincoln Counties PUMA, WV",43789.77578284624,Physicians,354583.9314285714,206831.79290917717
972,"Chapel Hill Town PUMA, NC",43788.80028874484,Surgeons,418409.0598290598,282720.32402206364
973,"Winter Garden, Ocoee Cities & Oakland Town PUMA, FL",43779.59728471323,Financial analysts,482234.2,99633.71762472302
974,"Kenton County PUMA, KY",43768.90450874205,Aircraft pilots & flight engineers,359874.99609375,115613.87787785068
975,"Dubuque City PUMA, IA",43748.40169455406,Nurse anesthetists,409291.2,137847.88905761446
976,"Berea, Brook Park, Lakewood & Rocky River Cities PUMA, OH",43742.083283116895,Other financial specialists,437657.92452830187,98080.72862112064
977,"Wichita City (Northeast) PUMA, KS",43703.003496614605,Physician assistants,444749.5909090909,92251.10058815022
978,"Bellmawr & Pine Hill Boroughs PUMA, NJ",43686.60654856724,Chief executives & legislators,283384.35689045937,141283.83645852594
979,"Ann Arbor City Area PUMA, MI",43680.98383012266,Landscape architects,432592.4117647059,52836.31464534281
980,"Euless (South & West) & Arlington (North) Cities PUMA, TX",43680.78893566651,Chemical technicians,202619.4098360656,45774.816572836535
981,"South of US-290 & West of TX-6 PUMA, TX",43666.86910829462,Chief executives & legislators,258339.74137931035,141283.83645852594
982,"Fort Worth City (Southeast)South of I-20 PUMA, TX",43599.83926275477,Sales managers,474129.43130990415,106611.873312147
983,"Skagit, Island & San Juan Counties PUMA, WA",43591.86041267453,Broadcast announcers and radio disc jockeys,527823.5789473684,47494.13361466179
984,"Manatee County (North) PUMA, FL",43586.69108319693,Aircraft pilots & flight engineers,482234.1666666667,115613.87787785068
